customer_id,age,monthly_income,tenure_months,num_logins_last_month,avg_session_time,support_tickets,account_balance,last_payment_amount,gender,subscription_type,region,payment_method,is_active,preferred_device,churn
4239,30.0,815222.1377361235,72,30,54.29377210721061,2,86355.83959542912,11657.449037724806,Female,Premium,West,Transfer,No,Mobile,1
4240,77.0,1119808.8549100405,5,31,72.11067894742459,3,22504.1883441088,29788.516284608697,Other,Premium,South,Debit Card,No,Tablet,0
4241,66.0,,8,30,82.4282254764606,0,41021.27177591932,23145.488089515635,Other,Enterprise,South,Credit Card,Yes,Desktop,0
4242,79.0,1094143.9124326291,51,29,33.426303042410886,0,86837.91954448025,21530.89861166017,Male,Enterprise,West,Transfer,No,Tablet,0
4243,38.0,620971.0292192367,6,23,60.36944978089094,2,18805.50126404141,22131.70205488741,Other,Premium,South,Transfer,No,Tablet,0
4244,41.0,397552.1594876085,2,26,49.03274192811999,0,60268.62707406219,27559.09145312377,Male,Enterprise,East,Debit Card,No,Tablet,0
4245,72.0,,63,30,44.55354677193572,0,63760.54189934145,18688.36223930804,Other,Basic,North,Debit Card,Yes,Mobile,0
4246,49.0,1112398.3099651453,42,40,92.84387725123406,2,41770.003997075335,20007.51565092088,Male,Premium,North,Transfer,Yes,Desktop,0
4247,58.0,900428.6053325613,112,32,64.1694325675214,2,46926.48951933495,8954.335263745088,Female,Enterprise,North,PayPal,Yes,Desktop,0
4248,55.0,1160949.1204792757,30,44,57.54963108731874,1,68562.64234862766,19349.5846313228,Male,Basic,East,Credit Card,No,Desktop,0
4249,52.0,390304.6667638306,56,22,54.61980805916521,1,27481.4479947777,2252.2359231079645,,Basic,South,PayPal,No,Desktop,1
4250,52.0,678822.5688628964,105,40,51.31701159092174,2,7651.7711391479825,21333.896812525534,Other,Basic,West,Credit Card,Yes,Desktop,0
4251,24.0,837951.3852891481,33,37,32.3648884776456,1,46281.39162931681,26176.767297192717,Male,Enterprise,East,Transfer,No,Mobile,0
4252,73.0,759058.2119447783,13,27,72.99699889782028,0,39829.7964400122,43462.54347366049,Male,Basic,South,PayPal,Yes,Tablet,0
4253,19.0,663113.3267090811,106,31,31.542202825099967,2,45387.43937864056,23355.39662474094,Female,Enterprise,West,Credit Card,No,Desktop,0
4254,30.0,812206.502869195,38,34,76.06371765245515,1,60245.2981836303,22627.46045595673,Female,Basic,South,Credit Card,No,Desktop,0
4255,40.0,608363.0683116477,36,23,67.65689892157008,2,60339.56406473351,27904.227997961152,Male,Premium,West,,No,Mobile,0
4256,52.0,301376.0678152744,111,19,73.64105455915632,1,36030.84956856113,-343.4155838107472,Female,Premium,East,PayPal,No,Tablet,0
4257,32.0,422157.0116393863,99,36,111.02412550073332,0,99895.23306688997,16546.906768912067,Male,Enterprise,South,Credit Card,Yes,Mobile,1
4258,51.0,1120984.2515491538,105,28,52.836119430226105,2,53779.62436681568,23931.20080985642,Male,Enterprise,North,Transfer,Yes,Desktop,1
4259,43.0,796928.2241190624,109,39,52.80500224224071,0,33414.75817912222,26852.117180763216,Female,Premium,North,Transfer,Yes,Tablet,0
4260,38.0,939395.333425148,17,33,30.251338107741184,1,80034.79406657591,26050.302263317488,Female,Enterprise,West,,No,Mobile,0
4261,33.0,501675.9715499682,65,24,79.54896597186479,3,44073.45500096849,17369.941109847634,Other,Basic,South,Transfer,Yes,Mobile,1
4262,141.0,937304.27146061,117,39,92.71324203069868,0,57037.43987712234,33948.75251624771,Male,Basic,West,Debit Card,Yes,Tablet,1
4263,,924210.0682146004,92,31,35.55689564365488,1,72518.20808063589,-125.74438149300111,Other,Premium,East,Transfer,Yes,Desktop,0
4264,68.0,1195183.624535791,26,31,72.4510895250413,2,56736.460676087714,17101.244133884815,Male,Premium,West,PayPal,Yes,Tablet,0
4265,42.0,530889.3434115751,105,34,45.24257146255302,3,86807.21183806998,29682.666817221405,Other,Basic,North,Transfer,No,Tablet,0
4266,,661889.994362217,111,25,43.625531153265385,3,67399.59006388516,6328.754076495501,Other,Enterprise,South,PayPal,No,Tablet,0
4267,,694178.8562804246,73,39,53.73468374838764,1,62453.70766831726,34166.79307558527,Female,Premium,West,Credit Card,Yes,Mobile,1
4268,25.0,235020.7556396852,43,28,30.797395222068342,4,46196.16819923474,6675.784933378027,Female,Premium,North,Debit Card,No,Tablet,0
4269,41.0,491562.8865898941,27,36,71.98963435602043,1,71956.15013469695,11641.17772171047,Female,Premium,West,Transfer,No,Tablet,1
4270,55.0,749642.7859194146,104,32,47.154806404389305,0,56877.83478126218,17867.240284622214,Male,Basic,North,Debit Card,Yes,Tablet,0
4271,22.0,682334.1104787893,49,31,52.48287188847381,2,61082.71854206533,25528.230095844705,Other,Basic,West,Debit Card,No,Mobile,0
4272,39.0,1058933.179528543,69,31,75.58457551584057,3,78608.32530643119,14795.143082634611,Other,Basic,West,Debit Card,Yes,Mobile,1
4273,44.0,757568.2903458049,67,28,70.07947239075197,1,26098.03544788709,12959.98629156134,Male,Enterprise,East,Debit Card,Yes,Desktop,0
4274,32.0,1786601.8672738937,13,32,39.288027541482,1,28902.44587606356,24696.051920123256,Female,Basic,North,PayPal,No,Desktop,0
4275,,961306.8699294478,14,35,35.989775081681536,2,53500.5274050216,11073.175845818696,Male,Premium,South,Credit Card,No,Tablet,0
4276,,985170.8612522252,20,38,56.62923955500875,3,31680.032250035645,35223.463400573935,Male,Enterprise,South,,Yes,Desktop,1
4277,76.0,593058.2070311903,73,28,59.117917001925534,2,26129.00061495189,16895.407476513916,Female,Basic,West,PayPal,No,Desktop,1
4278,43.0,263970.90542087576,75,31,40.28790148508442,2,24146.78649389099,25862.58176865464,Female,Premium,South,Debit Card,No,Tablet,0
4279,71.0,1064594.539654736,42,25,21.159268221068807,1,64090.76798197916,10523.334484931418,Male,Premium,East,Transfer,Yes,Mobile,1
4280,35.0,893316.4485887499,43,24,81.44123096147095,1,67419.05809549024,18788.02005815895,Other,Enterprise,West,Transfer,No,Mobile,0
4281,21.0,689562.1641674986,77,28,39.67063039949196,3,87508.88856202003,28159.33408031965,Other,Basic,South,Transfer,No,Mobile,1
4282,52.0,983536.8217888532,86,25,59.86660241457232,1,52232.03098498512,4644.043254047001,Female,Basic,South,Debit Card,No,Mobile,0
4283,40.0,772882.6493068004,23,36,99.9930528585422,1,28420.840887730785,29534.512802169786,Female,Basic,North,Transfer,No,Tablet,0
4284,20.0,509933.08185989375,113,27,49.66018133678224,1,33677.07462346426,11224.339992723988,Male,Enterprise,North,PayPal,No,Desktop,0
4285,,817077.5751547286,48,36,41.47129500705254,3,64211.6799734259,6899.876695858167,Other,Enterprise,West,Debit Card,Yes,Mobile,0
4286,66.0,1407347.0360478233,9,44,61.61156141636259,2,56869.9456353237,15240.688116211935,Male,Enterprise,East,Credit Card,No,Tablet,0
4287,31.0,906090.5762067838,49,28,97.25182394981232,0,39185.361438207416,16545.135343700636,Other,Premium,West,PayPal,No,Mobile,1
4288,53.0,624559.7888275385,29,28,82.04064273070655,4,13431.21808246564,16378.532290727197,Male,Basic,East,PayPal,Yes,Tablet,0
4289,78.0,1134523.2741061612,1,34,47.26164471568991,3,47789.53951156211,45660.81384725726,Female,Basic,West,PayPal,No,Desktop,0
4290,56.0,746117.1790500577,113,29,66.07498827759566,3,44002.45973656868,20085.195458215043,Other,Enterprise,West,Credit Card,No,Mobile,1
4291,70.0,1478910.644429337,63,38,46.870524492892045,1,62242.42703368572,11032.561576862943,Male,Enterprise,East,PayPal,Yes,Mobile,1
4292,78.0,1070169.9841829743,83,36,42.71148418189534,2,26069.46630598832,19755.198447763592,Other,Enterprise,East,PayPal,Yes,Tablet,1
4293,76.0,615790.6710694575,96,26,58.11818797853681,0,69278.55883178514,11451.920164526884,Male,Premium,South,Debit Card,No,Mobile,0
4294,49.0,267261.9240698292,99,31,87.95909209629477,2,64399.667229907616,38223.71083643161,Male,Premium,North,Transfer,Yes,Desktop,0
4295,47.0,896581.5222933625,46,23,85.14269550928324,1,70280.80097502598,24446.478241714238,Other,Basic,West,Debit Card,No,Desktop,1
4296,70.0,1140056.765304496,106,29,21.4804054164267,5,93820.03217192694,19528.79829966199,Female,Premium,West,PayPal,Yes,Desktop,0
4297,45.0,1202963.015883023,58,25,68.04692009671587,2,52903.58786761224,39196.05092177961,Male,Enterprise,South,,No,Tablet,0
4298,26.0,940865.6531619768,44,36,71.36311138074822,1,37011.41803935807,24134.69625484207,Male,Premium,East,Debit Card,Yes,Desktop,0
4299,32.0,670972.677461258,113,32,45.76105863369742,2,59192.09200762978,3021.7209259594893,Female,Premium,East,Credit Card,No,Mobile,0
4300,30.0,1279754.4792893373,75,25,104.52785798605882,0,52410.04617635617,7542.020715678384,Other,Premium,East,,No,Mobile,0
4301,18.0,976916.866819644,85,37,37.24382013349591,3,55801.5072904277,17184.952735912004,Other,Premium,West,Debit Card,No,Desktop,0
4302,19.0,10000000.0,15,29,88.50258849574907,1,45928.33487770276,12221.09547736508,Other,Basic,South,Transfer,No,Tablet,0
4303,36.0,821210.5088865601,27,27,120.82859076157322,2,59909.19397858333,19459.36105667168,Other,Premium,South,Credit Card,No,Desktop,1
4304,23.0,116123.73227594944,27,31,70.0274312469017,5,42113.36483862244,11330.001936681858,Male,Premium,South,Credit Card,No,Mobile,0
4305,71.0,,12,27,66.29372529960989,2,67919.04237689714,33507.068298605765,Other,Enterprise,East,,No,Desktop,0
4306,33.0,891951.7703001346,91,27,66.36969105345882,3,37948.13163657138,7055.208034893394,Male,Enterprise,East,Debit Card,No,Tablet,0
4307,57.0,510962.3290086024,59,30,20.58540885768401,1,46380.42849939629,8822.577668723301,Other,Basic,East,PayPal,No,Tablet,0
4308,56.0,902980.6584641086,83,29,101.79502478005784,1,8287.008918748441,5225.97274740226,Male,Basic,East,Transfer,Yes,Desktop,0
4309,67.0,980394.6070111396,96,19,60.88692722069824,1,44995.12677360553,26978.53642776658,Other,Basic,South,Transfer,No,Tablet,1
4310,22.0,882615.0197381168,102,29,67.26594509011422,2,68521.6738340726,22252.7165756188,Female,Basic,South,Transfer,Yes,Desktop,0
4311,75.0,610616.7373583824,50,36,45.32131002048905,6,8768.72158538441,20207.44880080344,Other,Basic,South,Credit Card,No,Desktop,0
4312,69.0,902250.4550259644,99,39,72.61528149030411,2,34969.11565126433,26645.094776471877,Female,Basic,North,Transfer,No,Tablet,1
4313,55.0,882446.9574872947,92,27,46.06052094770445,2,52387.16399215423,32409.273912360182,Female,Enterprise,East,Credit Card,Yes,Tablet,0
4314,67.0,577866.1088513072,76,33,90.01959432840225,0,36183.82559938809,29973.68685835025,Other,Enterprise,East,PayPal,Yes,Mobile,0
4315,61.0,790277.9869315606,75,29,41.13311559175348,3,64184.98781200843,5961.87875589975,Other,Premium,West,PayPal,No,Mobile,0
4316,32.0,586747.7118483342,91,30,36.22091633945415,3,42364.3520956445,19554.29279606712,Male,Enterprise,South,Credit Card,Yes,Mobile,0
4317,34.0,847823.3016922983,41,39,59.82882143861845,1,57248.43078055558,36102.33239682433,Female,Premium,South,Credit Card,No,Mobile,0
4318,34.0,772361.9959073059,72,39,66.08443073645002,1,17587.762481949132,31758.184591428435,Other,Premium,East,Transfer,Yes,Mobile,0
4319,24.0,184965.0251528117,96,31,59.45022215480717,1,18677.823260968613,11162.778773373151,Male,Premium,South,,No,Mobile,0
4320,28.0,432694.539158461,114,32,56.0776072104901,1,49778.92217257108,12935.921348716933,Other,Premium,South,,No,Mobile,0
4321,60.0,-183462.8985582817,12,43,64.73290752079889,2,67759.34922597915,16761.155285886372,Male,Enterprise,East,PayPal,Yes,Tablet,0
4322,18.0,766886.7978237536,37,35,69.28553986498943,2,81351.32346503978,18824.815299093887,Female,Basic,West,,No,Tablet,0
4323,36.0,632971.7702616227,103,35,41.80902235912115,3,83995.87026455282,33077.3496462972,,Enterprise,East,Credit Card,Yes,Mobile,0
4324,58.0,281527.24270920426,62,28,81.71217583969695,3,82321.85989992823,23885.305937342604,Male,Basic,West,PayPal,Yes,Desktop,1
4325,22.0,1307115.1982350713,51,32,49.13494565678101,1,38339.68984110434,20015.496096538056,Other,Premium,West,PayPal,No,Desktop,0
4326,36.0,10000000.0,92,25,40.04818562319864,1,34596.23204746263,18432.0649911064,Male,Premium,North,PayPal,No,Tablet,0
4327,46.0,621488.146744765,45,33,83.4867339751005,2,33056.11228410844,20060.436885623178,Male,Premium,North,Credit Card,Yes,Tablet,0
4328,79.0,459109.1835590894,4,29,77.59391080204199,1,61089.248552413366,4283.100591035829,Male,Enterprise,West,Debit Card,Yes,Desktop,0
4329,141.0,928584.8250396212,83,21,63.59338987637253,1,36477.12316854613,2769.2875650827154,Male,Enterprise,West,Transfer,Yes,Mobile,0
4330,38.0,835586.3664291104,42,37,56.748290557176254,0,34855.38853504224,21897.7583278439,Female,Premium,North,Debit Card,No,Tablet,0
4331,63.0,796209.9093418267,96,27,53.300410357258485,1,31114.61303022144,5128.818334428988,Other,Premium,North,PayPal,Yes,Mobile,0
4332,35.0,537108.8176696284,117,18,39.104016655478326,1,38406.60427481892,24924.948609986957,Female,Enterprise,North,Transfer,Yes,Tablet,0
4333,79.0,873376.0498321821,77,24,62.99644703908412,3,76577.44544162386,10576.922579585127,Male,Enterprise,East,Credit Card,Yes,Mobile,0
4334,55.0,724592.9710492266,52,30,41.37915419320692,1,55620.41159211425,36390.56854761688,Other,Basic,North,PayPal,Yes,Mobile,1
4335,18.0,,86,24,50.30798612134614,2,80349.99394365842,17024.699078129714,Male,Basic,North,Debit Card,Yes,Desktop,0
4336,69.0,457574.6368153628,92,31,76.62751773818671,5,55132.62422924112,40805.023660902254,Female,Premium,East,PayPal,Yes,Desktop,1
4337,43.0,579879.1858948757,9,25,70.64066824911421,2,28742.940934598984,17826.92576926439,Other,Enterprise,North,Transfer,No,Desktop,0
4338,,830902.7284753809,87,38,46.85942820271624,0,41851.796407645386,27692.907925287065,Male,Premium,East,PayPal,Yes,Desktop,0
4339,-5.0,951469.1080515212,25,29,59.77547063895666,4,15702.509183540416,14571.383444819256,Other,Premium,South,PayPal,No,Tablet,0
4340,59.0,899478.239136337,63,32,80.84609123436219,2,51637.95931590848,22291.793884471947,,Basic,South,Credit Card,Yes,Tablet,0
4341,29.0,1059697.864586421,67,33,39.12608313534129,2,43772.136863764565,6750.6442926058535,Female,Enterprise,North,Debit Card,No,Mobile,0
4342,39.0,1190359.810606079,46,33,76.1237217314665,1,24063.37097984593,17026.286331430496,Other,Basic,North,Credit Card,No,Mobile,0
4343,42.0,506950.5567892011,58,25,66.60247697907083,1,18543.27798073684,22085.6269190854,Other,Basic,North,Credit Card,Yes,Desktop,0
4344,44.0,987893.2081463664,73,33,62.15507584195865,2,32281.209925086943,22043.88239412596,Other,Enterprise,West,Debit Card,No,Mobile,1
4345,20.0,640058.8261506117,54,28,72.4499461633537,5,66127.02073642003,17169.17008606112,Male,Basic,South,PayPal,No,Mobile,0
4346,62.0,647169.3746026666,29,42,81.9073796130917,3,53843.39444564981,24259.3027799963,Male,Enterprise,North,Credit Card,Yes,Tablet,0
4347,61.0,666921.2579117325,70,30,54.7627557699288,3,32512.393768187198,1833.9240817856444,Female,Premium,North,Credit Card,Yes,Desktop,0
4348,50.0,651990.8892528829,110,33,28.25916456767624,3,50183.98874391691,15845.811484718302,Female,Basic,West,Credit Card,No,Tablet,0
4349,67.0,399044.2339481193,72,33,58.36802030714215,1,87933.58230094644,17938.981338463163,Female,Premium,South,Credit Card,No,Mobile,0
4350,49.0,968042.3105623092,13,28,43.475136822359765,3,65874.95880109956,17268.775479650765,Female,Premium,North,Transfer,Yes,Tablet,1
4351,63.0,825385.9794139742,116,22,72.59172840347668,3,40737.95228133545,9069.747174873668,Other,Basic,North,Credit Card,Yes,Desktop,0
4352,28.0,1183258.4101172518,58,22,67.29867981549802,2,31166.999493351734,5191.989393798584,Female,Basic,East,Credit Card,No,Desktop,0
4353,42.0,619071.65409174,68,31,44.72169361216044,1,78403.55621828785,7229.923004185188,Other,Enterprise,North,Debit Card,Yes,Desktop,0
4354,27.0,842866.7145902183,103,33,24.94710548102652,4,36640.02895808702,13984.00549129822,Other,Premium,East,PayPal,Yes,Desktop,0
4355,39.0,771626.9067234631,60,31,70.60726930076214,0,31448.018373097875,20948.62078310208,Female,Enterprise,South,Transfer,No,Tablet,1
4356,,939247.8844488352,81,37,95.61109895268169,0,80313.95607796955,23224.423029368278,Other,Premium,West,Credit Card,Yes,Tablet,0
4357,30.0,209505.7485674373,93,28,92.181066377795,2,81066.56754543957,25042.00367734288,Female,Premium,West,PayPal,Yes,Desktop,1
4358,35.0,644920.8999968587,110,23,48.81105078258626,3,68456.8190457866,34331.37614317531,Male,Premium,East,PayPal,No,Mobile,0
4359,67.0,527008.67752268,112,38,87.78256319283123,1,24883.22100009537,15911.747926453249,Other,Basic,South,Credit Card,No,Mobile,1
4360,70.0,331349.7853123539,92,32,49.68585337145373,2,43233.97080765824,32834.97522001423,Female,Enterprise,North,PayPal,Yes,Desktop,0
4361,,382308.8308192933,72,36,58.45425246048178,2,47463.46765826277,26652.591887878647,Female,Premium,North,PayPal,No,Tablet,0
4362,21.0,1074744.3068298134,71,41,89.3720460119678,1,69440.40900262902,36480.46949674545,Male,Basic,West,Debit Card,No,Desktop,0
4363,30.0,,83,26,90.50045064470622,5,13164.946422002531,19515.803133222464,Female,Enterprise,East,PayPal,No,Mobile,0
4364,46.0,568930.2019689323,1,29,79.20044510376968,2,39442.31583197812,28485.015039108534,Other,Basic,South,Credit Card,Yes,Desktop,1
4365,55.0,370146.9231453004,68,30,51.32528691493282,0,31190.58623238148,37610.87218875205,Male,Premium,West,Transfer,No,Mobile,0
4366,21.0,956512.3312990152,63,29,59.52547228219517,2,51822.00422335925,18918.182818471065,Other,Enterprise,North,Credit Card,No,Mobile,0
4367,51.0,820592.7628658646,82,33,86.75109844341611,2,34767.38729187593,22550.55369432952,Other,Premium,East,PayPal,Yes,Desktop,0
4368,58.0,696116.3347103723,13,39,43.72562827544016,1,32282.750958215136,8211.930865015884,Female,Basic,East,Credit Card,Yes,Mobile,0
4369,30.0,1448142.1986853257,29,39,61.01846490387876,1,52326.4634323022,16860.990522716384,Male,Enterprise,South,PayPal,No,Mobile,0
4370,69.0,781612.7724505216,56,28,48.71490622178588,0,59372.70711331767,27147.270926801324,Male,Basic,North,Credit Card,Yes,Tablet,0
4371,39.0,,84,27,77.11935027268929,1,-2662.6822616302816,32300.07923727698,,Enterprise,East,Credit Card,No,Desktop,0
4372,54.0,1416362.47632402,69,28,86.15629470193174,3,59565.4019296981,22593.25496683907,Other,Enterprise,North,Credit Card,No,Tablet,0
4373,45.0,837839.8990403992,119,30,52.35421698380333,1,72174.78246409261,27991.433543862662,Female,Enterprise,East,Debit Card,No,Desktop,0
4374,56.0,833645.5903807388,53,25,14.069528320801332,0,80143.68728104727,-1289.5708671857028,Male,Basic,South,Debit Card,No,Desktop,1
4375,22.0,546125.0537075712,49,29,59.30899743377035,0,65462.105083414834,9896.058532282335,Female,Premium,North,PayPal,No,Mobile,1
4376,45.0,1192227.2661876737,39,33,72.16391686468465,0,36507.28955316504,8426.046734826761,Male,Basic,North,Debit Card,No,Desktop,1
4377,41.0,878578.3406550883,92,32,40.04042575996651,2,63859.55175923085,18328.64647042005,Female,Enterprise,East,Debit Card,Yes,Desktop,0
4378,,525087.2711074866,107,26,62.93752667204007,4,40748.880986711774,38138.19401794899,Female,Basic,West,Debit Card,No,Mobile,1
4379,20.0,978727.175572737,27,35,500.0,2,52800.182660447295,22633.56290404689,Other,Basic,West,,No,Mobile,0
4380,74.0,831070.7866702594,74,30,38.17017723193474,1,47423.61558838978,32025.17201974232,Female,Enterprise,North,Credit Card,Yes,Desktop,0
4381,63.0,633592.114302938,15,30,30.600971049672108,4,60756.97385008946,9174.874709206424,Female,Enterprise,South,Debit Card,Yes,Mobile,1
4382,63.0,316278.1412851201,96,32,102.72873882220324,1,64612.24284550765,34155.91304769876,Female,Basic,East,PayPal,Yes,Mobile,0
4383,63.0,658572.0222055806,21,30,53.05331483211979,1,31834.075970298734,28505.47043268607,Other,Enterprise,West,Credit Card,Yes,Mobile,1
4384,42.0,10000000.0,78,26,59.714410728636935,4,61540.41776009806,24384.15437953681,Other,Enterprise,South,,No,Tablet,0
4385,24.0,785526.0978189958,79,29,85.38237656965994,2,76189.34891835692,30157.63785358332,Other,Premium,South,Transfer,No,Desktop,1
4386,35.0,1248502.6436751331,99,25,53.1415621868437,0,67303.01655081312,18696.3031222233,Other,Enterprise,West,Transfer,Yes,Desktop,0
4387,38.0,614874.4430511165,108,26,26.37649792311193,3,50454.09388623183,32261.14557710228,Other,Enterprise,East,Debit Card,No,Desktop,0
4388,61.0,1001304.1931891888,52,18,70.07410297537768,5,51201.83826379599,13316.492846133073,Female,Enterprise,North,Credit Card,Yes,Mobile,1
4389,58.0,635609.6926249973,29,21,32.28005870819364,3,24230.609198298374,33742.92059973895,Male,Premium,West,Credit Card,Yes,Desktop,1
4390,70.0,887248.8228098947,1,27,58.6459537564552,0,67206.744889083,35042.90855737198,Other,Premium,South,PayPal,No,Desktop,1
4391,18.0,604902.0220333161,90,42,43.167074935457,5,85480.41184914754,26011.801747155616,Other,Premium,West,PayPal,No,Tablet,1
4392,50.0,633152.612701416,45,22,66.4858891729859,4,68911.73746763823,5364.06461993055,Male,Basic,North,Debit Card,Yes,Tablet,0
4393,35.0,812653.2274381054,82,28,60.34963769995566,1,37381.67029359668,16586.822558992477,Other,Basic,West,Transfer,Yes,Desktop,0
4394,78.0,691901.1928008534,20,26,65.85489082639552,2,72797.07793005426,10811.674960697272,Other,Enterprise,South,PayPal,Yes,Desktop,0
4395,60.0,633315.6901094491,104,18,66.13842462470795,2,33394.12635937581,34776.15551859245,Female,Basic,West,Debit Card,Yes,Desktop,1
4396,59.0,1162304.393761404,82,27,70.04990177956135,3,40945.79959762621,52221.96757532787,Female,Basic,North,PayPal,Yes,Desktop,0
4397,37.0,844045.9842284367,9,30,46.10432691892272,0,4364.275510064923,20403.048718256123,Male,Enterprise,North,Debit Card,No,Tablet,0
4398,31.0,859778.2174667944,106,27,45.27852222083781,1,60865.36742220292,13479.218145784762,Male,Enterprise,West,Debit Card,Yes,Tablet,1
4399,54.0,808828.8900839469,10,16,37.44818628177646,4,47318.7772490004,40458.92201734755,Female,Premium,North,PayPal,Yes,Tablet,1
4400,52.0,1163120.2961631124,60,23,84.08532900841443,2,40202.37054854069,36203.15547013066,Female,Premium,West,,Yes,Mobile,0
4401,58.0,683682.5514231054,21,39,63.94892270346424,0,77225.89433996499,29032.054689640598,Female,Enterprise,West,Debit Card,Yes,Mobile,0
4402,34.0,814319.6721291634,8,30,52.63180184010402,2,43156.1695447098,14165.08147817936,Male,Enterprise,East,,No,Mobile,0
4403,141.0,871759.2097997306,98,30,74.25103119730699,4,43333.94760141912,11056.836296309344,Female,Basic,West,Debit Card,Yes,Tablet,1
4404,34.0,682912.600117452,111,31,56.731896015366345,1,36966.46327458634,17716.66555098682,Male,Enterprise,West,PayPal,Yes,Mobile,0
4405,76.0,1064588.28094775,80,31,41.3778321680586,3,80035.21587086574,14648.603283264523,Male,Premium,East,Transfer,No,Mobile,0
4406,73.0,603417.67021085,73,30,82.10125633532968,0,43947.38745489743,21084.26919125164,Other,Premium,West,Transfer,Yes,Desktop,0
4407,36.0,128661.06195570588,50,30,72.90974289122518,1,43721.69471659005,4753.009419089938,Female,Enterprise,North,PayPal,No,Desktop,0
4408,,884333.0355180386,81,32,45.13297847365399,2,78159.76243744271,16247.16980600351,Female,Basic,South,Transfer,No,Desktop,0
4409,53.0,-22157.74679663684,20,27,37.054051569059226,2,68584.21735121052,20883.365758185413,Other,Enterprise,North,Credit Card,Yes,Desktop,0
4410,21.0,687200.3038995914,61,16,52.43396808867211,1,81958.9264327952,26390.44584388249,Female,Premium,South,PayPal,No,Desktop,0
4411,,818845.7238738204,33,23,83.21014439980506,2,52697.76130051804,15356.704209920896,Female,Enterprise,South,,Yes,Desktop,0
4412,20.0,884956.3923763436,85,35,79.81101188820794,0,45648.37019865222,5308.429320587884,Other,Basic,North,Transfer,Yes,Desktop,0
4413,57.0,271769.7943544885,27,32,88.33273545721909,2,35582.78264324388,6424.844064435993,Male,Premium,South,Debit Card,No,Mobile,0
4414,77.0,944868.9762561749,5,36,26.72414119012054,2,54595.655267581096,15021.19306628701,Male,Premium,South,Debit Card,No,Mobile,0
4415,39.0,101050.46518132124,23,39,70.38857605815824,2,19793.191086227107,31222.01670853296,Other,Basic,South,Credit Card,Yes,Desktop,0
4416,19.0,1072392.4212297197,12,20,75.47094799315722,2,46216.39914058303,28483.579322465423,,Basic,East,,No,Mobile,1
4417,69.0,489027.44476761937,65,31,52.33695577929579,0,86877.97720567364,-578.2774390953309,Male,Basic,East,Transfer,Yes,Tablet,1
4418,34.0,1143646.6948001485,106,30,49.75312272527516,2,58967.47490170509,13326.034274175836,Other,Premium,South,Debit Card,Yes,Tablet,0
4419,70.0,462820.6365637257,93,29,23.115895543931124,0,74609.45270923777,12500.794750917994,Female,Premium,North,PayPal,No,Mobile,0
4420,73.0,900852.994853258,78,24,66.27032651519468,0,38357.12582219071,37966.97451218102,Male,Enterprise,East,,Yes,Desktop,0
4421,47.0,170098.42900560529,21,37,97.17003031711388,2,55511.983687780936,25647.584265812864,Male,Premium,North,Debit Card,Yes,Desktop,1
4422,,1075759.4420331088,7,33,65.21972285365086,1,46188.999620083145,20993.45155040458,Male,Premium,East,Transfer,No,Desktop,0
4423,-5.0,888849.582594182,23,33,62.68795691010504,2,42886.46783340482,12449.759511698385,Other,Premium,West,Debit Card,Yes,Desktop,0
4424,25.0,625727.0861131935,0,31,51.64862473303906,3,71239.31565002163,24976.016701580334,Male,Premium,South,PayPal,No,Desktop,0
4425,49.0,1012248.0000399844,92,28,91.73953009106344,2,12235.065377691795,12636.105359073836,Other,Enterprise,East,Transfer,Yes,Tablet,0
4426,45.0,1084707.2453550142,65,24,67.38364095877581,0,65412.53182543902,17824.13345421002,Male,Premium,East,Credit Card,No,Mobile,0
4427,20.0,1208374.6760288323,85,35,31.94534331810874,1,47652.25002535499,22574.44055520735,Male,Basic,West,PayPal,No,Desktop,0
4428,21.0,664109.850368365,83,26,50.42899278124619,3,59195.92723426384,21066.0742062194,Male,Premium,East,Credit Card,Yes,Desktop,1
4429,51.0,568944.9502446748,5,40,73.10710038350975,1,70978.65462584111,23137.093129758745,Male,Basic,North,Transfer,Yes,Desktop,0
4430,44.0,758093.6869697842,32,26,63.74063787383431,2,34114.01622933417,9746.661795761094,Other,Basic,East,Transfer,No,Tablet,0
4431,45.0,728739.2463447681,74,26,81.70452701093232,3,53278.66643303277,28845.23212705624,Other,Premium,South,PayPal,Yes,Desktop,0
4432,73.0,1361561.767879814,49,37,54.05755775095426,4,35308.15095853935,12719.187613939645,Male,Enterprise,West,Debit Card,No,Mobile,1
4433,141.0,579970.3216169252,31,24,106.71248065915682,1,35216.05978632662,7768.346992690478,Female,Premium,North,PayPal,No,Tablet,0
4434,37.0,895639.6134378257,72,30,28.70061937206545,2,91681.29390288232,10848.102816223782,Male,Premium,South,,No,Mobile,1
4435,40.0,863122.3992300521,41,27,75.61807361133431,0,30930.767576075632,11871.056981411371,Male,Enterprise,North,Transfer,Yes,Mobile,0
4436,,642725.123097265,118,28,56.65263274199251,2,31595.942264483336,20195.49233383225,Other,Enterprise,West,Debit Card,Yes,Desktop,0
4437,54.0,-100000.0,42,34,41.14765847033064,5,2749.0435681004165,19661.941721655345,Male,Basic,North,Transfer,Yes,Tablet,0
4438,20.0,939218.4615003174,76,40,55.8891592114779,1,31574.56886362782,23816.30926880845,Female,Enterprise,East,Credit Card,Yes,Tablet,0
